id,title,category,subcategory,description,images,specifications
278,Аппарат высокого давления Karcher K 4 Full Control 1.324-000,Строительные инструменты и оборудование,Аппараты высокого давления,"Аппарат высокого давления Karcher K 4 Full Control 1.324-000 значительно облегчает задачу во время мытья вашего транспортного средства или очистки дорожек от грязи. Для обеспечения наибольшой производительности на мойку установлен двигатель с водяным охлаждением, который обеспечивает выработку до 420 л/ч. За удобство при перемещении аппарата отвечает регулируемая ручка и колёса.","['/upload/product/928/b822bd3fa5d46ca24dcc961f67722539/full.jpg', '/upload/product/928/0fbc204999cb888bc87de46a77b04e41/full.jpg', '/upload/product/928/8ba470a0b7185980537037392092b06d/full.jpg', '/upload/product/928/1ac1e786f1662ef72f256a963f32ccb7/full.jpg', '/upload/product/928/83d8fc60b5529fb7215cea110e56e808/full.jpg']","{'Рабочее давление': '20 - макс. 130 / 2 - макс. 13 (бар/МПа)', 'Производительность (л/ч)': '420', 'Макс. температура воды на входе (°C)': '40', 'Производительность по площади (м²/ч)': '30', 'Потребляемая мощность (кВт)': '1,8', 'Электропитание': '230 В, 50 Гц', 'Размеры': '397 x 305 x 584 мм', 'Вес': '11,424 кг'}"
279,Универсальный пылесос Bosch AdvancedVac,Строительные инструменты и оборудование,Строительные пылесосы,"Bosch AdvancedVac 20 0.603.3D1.200 – это отличный универсальный пылесос для сбора как сухого, так и влажного мусора. Дренажный клапан позволит с легкостью опорожнить собранную жидкость не разбирая пылесос. Пылесос весит всего 6.4 кг, и для удобства транспортировки имеет колеса.","['/upload/product/920/ac2297ce2ffed7a1dbd3bd9435fc127b/full.jpg', '/upload/product/920/d54a0efb6c56e9947dcf265fd7c0e95e/full.jpg']","{'Тип': 'Классический', 'Тип пылесоса': 'сухая уборка+сбор влажного мусора', 'Мощность': '1200 Вт', 'Бак': '20 л', 'Расход воздуха, л/с': '70', 'Вес': '6.4 кг'}"
280,Бытовой паропылесос Karcher SV 7,Строительные инструменты и оборудование,Строительные пылесосы,"Бытовой пылесос Karcher SV 7 совмещает в себе функцию пароочистителя и обычного традиционного пылесоса. Этот пылесос способен очистить практически любую поверхность без химических средств. Сила всасывания контролируется на ручке и имеет 4 ступени регулировки, а подача пара имеет 5 ступеней регулировки. Насадки и аксессуары, входящие в комплект, значительно расширяют сферу применения пылесоса.","['/upload/product/1420/1e59f913be73493071e7e005ba535967/full.jpg', '/upload/product/1420/52ac3a8b994d2d0b9935a70a3f65bec5/full.jpg', '/upload/product/1420/cfeefa9be93cb5a375ec059643635de3/full.jpg', '/upload/product/1420/119ed488e82c1bca8dec718adabecc31/full.jpg', '/upload/product/1420/7c73fd5bc9b9da7432c522f7869efef3/full.jpg', '/upload/product/1420/1e09594ff8a100359e882f9fa9060d3e/full.jpg', '/upload/product/1420/bf1aa7c17455a22b394b590063c39c4d/full.jpg', '/upload/product/1420/1c3dd54afb30ca9a10ff4147afcd0216/full.jpg', '/upload/product/1420/b6c613411bbace134cd84d095c25a434/full.jpg']","{'Тип': 'Паропылесос', 'Тип пылесоса': 'традиционный', 'Мощность': '2200 Вт', 'Бак': '0,45 л', 'Габариты, см': '51.5 x 33.6 x 34', 'Вес': '10.5 кг'}"
281,Пылесос Makita VC4210L,Строительные инструменты и оборудование,Строительные пылесосы,"Мощный пылесос Makita VC4210L отлично справляется с уборкой на строительных участках, в производственных помещениях и мастерских. Помимо сухой уборки инструмент способен очистить участок от негорючих жидкостей. В пылесос встроена автоматическая система infini clean, которая очищает фильтр каждые 15 секунд.","['/upload/product/918/41fff45dedb9a507c1242e8f62481899/full.jpg', '/upload/product/918/2b28f64d15979ec317e0cb9f80980c24/full.jpg', '/upload/product/918/1d6820195f9ff06c895c3b7853e2bca5/full.jpg', '/upload/product/918/da7635912628d4168f6d5f42c1da6d8d/full.jpg']","{'Тип': 'Классический', 'Тип пылесоса': 'сухая уборка+сбор влажного мусора', 'Мощность': '1400 Вт', 'Бак': '34 л', 'Уровень шума, дБ': '60', 'Расход воздуха, л/с': '75', 'Габариты, см': '56.5х38.5х60.5', 'Вес': '16 кг'}"
282,Пылесос влажной и сухой уборки Karcher NT 22/1 Ap Te L,Строительные инструменты и оборудование,Строительные пылесосы,"Пылесос Karcher NT 22/1 Ap Te L компактный аппарат для влажной и сухой уборки. Корпус пылесоса выполнен из ударопрочного, легкого пластика. Колесики позволяют без труда перемещать аппарат в рабочем пространстве. Мусоросборник пылесоса составляет 22 л. На корпусе пылесоса имеется розетка для подключения электроинструмента, когда инструмент начинает работать, пылесос включается автоматически. Пылесос Karcher NT 22/1 станет незаменимым помощником на стройке, в мастерской, или в помещениях где происходит ремонт.","['/upload/product/1423/dcc7cc78c8345bd255853cb54184f277/full.jpg', '/upload/product/1423/9f441d4a70e797b1c921001aa21b5273/full.jpg', '/upload/product/1423/646fba2a7f7826682ae6e22413284099/full.jpg', '/upload/product/1423/66b58fe17b77307c0a7f1df28c396926/full.jpg']","{'Тип': 'Профессиональный пылесос', 'Тип пылесоса': 'для сухой и влажной уборки', 'Мощность': '1300 Вт', 'Тип пылесборника': 'мешок', 'Объем пылесборника': '22 л', 'Расход воздуха, л/с': '71 л/с', 'Габариты, см': '38 x 37 x 48', 'Вес': '5.7 кг'}"
283,Отбойный молоток Makita HM 1203 C,Электроинструменты,Отбойные молотки,"Демонтажные работы имеют большое значение в строительной сфере. Основным ручным инструментом для их выполнения является кувалда. Для масштабных работ отлично подойдет отбойный молоток Makita HM 1203 C.
ВАЖНО! Расходные материалы для электроинструментов (свёрла, диски, полотна) в комплект не входят и приобретаются отдельно.","['/upload/product/834/99310d4302ccd0cc104b88779dda6b09/full.jpg', '/upload/product/834/2a167b6ecfaed71197837a0d50cb092b/full.jpg']","{'Размеры': 'длина - 576 мм', 'Вес': '9.7 кг', 'Мощность': '1510 Вт', 'Длина сетевого шнура': '5 м', 'Тип патрона': 'sds-max', 'Сила удара, Дж': '25.5', 'Частота ударов, уд/мин': '950-1900', 'Комплектация': 'чемодан/кейс', 'Электр. регулировка оборотов': 'есть'}"
284,Генератор дизельный Champion DG6501E 6кВт-3,Строительные инструменты и оборудование,Электрогенераторы,"Дизельный генератор Champion DG6501E оборудован двумя розетками 220 В и выходом на 12 В, что позволяет запитать оборудование и технику суммарной мощностью до 5 кВт. Модель является незаменимым помощником на строительной площадке, в загородном доме или гараже. Большие обрезиненные колеса и рукоятки гарантируют простоту транспортировки агрегата. Специальные опоры делают модель более устойчивой. Все элементы управления (вольтметр, замок зажигания, выключатель сети) располагаются в одном месте для максимального удобства эксплуатации. Рама надежно защищает узлы и детали генератора от механических повреждений. Одноцилиндровый двигатель с воздушным охлаждением обеспечивает стабильную работу агрегата.","['/upload/product/86/778a3dd3fb4490209c06fcaeec493c0a/full.jpg', '/upload/product/86/128bf4fbe9d4f22c6c764b65692fcdd8/full.jpg', '/upload/product/86/c29524b5c80f7f2aae206b54f5af96d0/full.jpg']","{'Мощность': '2.2 кВА', 'Напряжение': '220 В', 'Максимальное время работы': '8.6 ч', 'Тип двигателя': '4-х тактный', 'Тип стартера': 'Ручной и электрический', 'Бак': '12 л', 'Вид топлива': 'Дизель', 'Назначение генератора': 'сварочный', 'Рабочий объем': '418 см3', 'Мощность активная': '2 кВт'}"
285,"Лестница-трансформер Эйфель ""Простор"" 2Х5+2Х6",Строительные инструменты и оборудование,Лестницы и стремянки,"Лестница-трансформер Эйфель ""Простор"" 2Х5+2Х6 - это многофункциональный инструмент для проведения работ различного характера. Может быть использована в различных сферах, связанных со сторительными, монтажными, ремонтными работами. Лестница-трансформер имеет 4 положения: gриставная лестница c рабочей высотой 7.11 м, приставная лестница с консолью c рабочей высотой 5.44 м, двухстонняя стремянка c рабочей высотой 4.39 м и помост, c рабочей высотой 3.90 м. Лестница выполнена из алюминиевого профиля. Прорезинненые ножки позволяют установить лестницу устойчиво и не поцарапают поверхность.","['/upload/product/1395/d096c09a55b7f2cc703f0134d24ce096/full.jpg', '/upload/product/1395/c49213e376c800c308ad5e8445ba2586/full.jpg', '/upload/product/1395/d9b17965347192c1b338cc5c05956a9e/full.jpg', '/upload/product/1395/0caa7a0502e13c544c0df267b967d9a1/full.jpg', '/upload/product/1395/eca1942c6bfd17b199fe88ce73e399c7/full.jpg', '/upload/product/1395/839cd0482f1a40ebc8371288030291ae/full.jpg']","{'Материал': 'Алюминий', 'Максимальная нагрузка': '150 кг', 'Количество секций': '4', 'Количество ступеней': '6', 'Рабочая высота': 'максимально 5.44 м', 'Вес': '20.4 кг'}"
286,Монтажный пистолет DeWALT DCN890N,Электроинструменты,Гвоздезабиватели электрические,"Монтажный пистолет DeWALT DCN890N инструмент предназначенный для столярных, строительных или ремонтных работ. Прибор имеет 3 режима регулировки силы удара, каждый из которых служит для разных поверхностей. Так же имеется 2 режима работы. Первый режим - это  последовательный - для точных работ, и второй режим ""очередь"" - для серийных работ. Питание осуществляется от Li-ion 18 В аккумулятора. Для работы в плохоосвещенных местах пистолет оборудован подсветкой.",['/upload/product/1347/116a0ff2270e97ab163f7ab96739480b/full.jpg'],"{'Аккумулятор': 'Li-lon 18 В', 'Вес': '4,2 кг', 'Тип двигателя': 'Бесщеточный', 'Подходящая расходка': 'гвозди (штифты)', 'Вместимость магазина (гвозди), шт': '30', 'Длина гвоздей, мм': '13-57', 'Габариты, см': '41,5х39', 'Регулировка силы удара': 'есть'}"
287,Бензиновый генератор Fubag TI 2000,Строительные инструменты и оборудование,Электрогенераторы,"Бензиновый генератор Fubag TI 2000 – компактный электрогенератор, который легко обеспечит работу электроприборов мощностью до 2кВА в течение 5 часов. Генератор оснащен розеткой на 220 В и имеет одноцилиндровый четырехтактный двигатель с верхним расположением клапанов. Благодаря системе воздушного охлаждения он не перегревается. Следить за уровнем масла в генераторе удобно с помощью датчика. Малые габариты и наличие на корпусе устройства ручки позволяют легко его перемещать.","['/upload/product/758/74ffb30649d807374cf0835b4749fdb7/full.jpg', '/upload/product/758/407a9698bbc58152b226e542f9dab930/full.jpg', '/upload/product/758/ddee2210836c871d6d8258e849602aa5/full.jpg', '/upload/product/758/9c949aa7823cf10e45a9542e0a6b2350/full.jpg']","{'Мощность': '1.6 кВТ', 'Напряжение': '220 В', 'Максимальное время работы': '5 ч', 'Фазы': 'Однофазный', 'Тип двигателя': '4-х тактный', 'Тип стартера': 'Реверсивный', 'Бак': '3.7 л', 'Вид топлива': 'Бензин', 'Назначение генератора': 'Бытовой', 'Инверторный': 'да', 'Уровень шума, дБ': '61'}"
288,Угловая шлифмашина Hitachi G13SR4,Электроинструменты,Шлифовальные машины,"Угловая шлифмашина Hitachi G13SR4 подойдёт для самых трудных ремонтных работ! Шлифмашина отлично справляется с зачисткой, шлифовкой, обдиркой и даже распилом! Стабильность работы на высокой мощности обеспечивает надёжный двигатель мощностью 2 кВт. Диаметр рабочего диска для угловой шлифмашины Hitachi G13SR4 125 мм. Благодаря небольшому весу в 2,8 кг с инструментом удобно работать.
ВАЖНО! Расходные материалы для электроинструментов (свёрла, диски, полотна) в комплект не входят и приобретаются отдельно.","['/upload/product/87/5316985b95eee3c87f1938124263f242/full.jpg', '/upload/product/87/49298d6836fbb04bc8253ab47376f803/full.jpg', '/upload/product/87/96a63931560e74ad21654d8428a4932e/full.jpg', '/upload/product/87/a7d0a7ca67a7a0233a279f359ef10a55/full.jpg']","{'Число оборотов, об/мин': '10000', 'Мощность': '730 Вт', 'Резьба шпинделя': 'М14', 'Диаметр диска, мм': '125', 'Наличие виброручки': 'Нет', 'Суперфланец': 'Нет', 'Плавный пуск': 'Нет', 'Защита от непреднамеренного пуска': 'Нет', 'Блокировка шпинделя при заклинивании диска': 'Нет', 'Электр. регулировка оборотов': 'Нет', 'Быстрозажимная гайка SDS': 'Нет', 'Комплектация': 'коробка', 'Поддержание постоянных оборотов под нагрузкой': 'Нет', 'Вес': '1.8 кг'}"
289,Бороздодел Фиолент Б3-40 Ф0054,Электроинструменты,Штроборезы,"Бороздодел Фиолент Б3-40 Ф0054 – незаменимый инструмент при прокладывании электропроводки или труб. Он напоминает циркулярную пилу или болгарку с тем различием, что на нем установлены параллельно друг другу на небольшом расстоянии два пилящих диска.
ВАЖНО! Расходные материалы для электроинструментов (свёрла, диски, полотна) в комплект не входят и приобретаются отдельно.","['/upload/product/826/9f375d33043663d4307f373858b0b44e/full.jpg', '/upload/product/826/b16ead8aa2112b4bf76f7d4fa7ac316f/full.jpg', '/upload/product/826/8f08bb82b3782d7d28fd802f05bf60b2/full.jpg', '/upload/product/826/7bd98b51d619e907cdf8d0a0d4329e16/full.jpg']","{'Диаметр диска, мм': '150', 'Max глубина реза': '41 мм', 'Ширина паза, мм': '41', 'Посадочный диаметр, мм': '22.2', 'Количество рабочих дисков, шт': '2', 'Мощность': '1600 Вт', 'Частота вращения шпинделя, об/мин': '9000', 'Поддержание постоянных оборотов под нагрузкой': 'Нет', 'Конструкция': 'штроборез', 'Размеры': '428х242х140 мм', 'Вес': '4.3 кг', 'Плавный пуск': 'Есть'}"
290,Бесщеточная дрель-шуруповерт Dewalt DCD777S2T,Электроинструменты,Шуруповёрты,"Бесщеточная дрель-шуруповерт Dewalt DCD777S2T подходит для работ с крепежными элементами и сверления отверстий.
Быстрозажимной патрон обеспечивает быструю и лёгкую замену насадок, что значительно ускоряет время проведения работ. В зависимости от плотности материала можно выбрать один из пятнадцати режимов крутящего момента. Кейс решает вопрос хранения и транспортировки.
ВАЖНО! Расходные материалы для электроинструментов (свёрла, диски, полотна) в комплект не входят и приобретаются отдельно.","['/upload/product/576/cc78fb5b6b57b84f46af989ee2056216/full.jpg', '/upload/product/576/79f0b43ed080b4ef3ea6b44473008ebd/full.jpg', '/upload/product/576/c0159fed78432d3e9191db6d00cfa5be/full.jpg', '/upload/product/576/af54cb18b8e8bbfdcf7d23c27be74335/full.jpg', '/upload/product/576/347fbaa0abb4a2d3e38444cc5901f965/full.jpg']","{'Max крутящий момент, Нм': '65', 'Диаметр патрона, мм': '13', 'Наличие подсветки': 'Есть', 'Аккумулятор': 'Li-lon 1.5 А*ч', 'Наличие реверса': 'есть', 'Размер патрона, мм': '1.5-13', 'Max диаметр сверления (металл), мм': '13', 'Мах диаметр сверления (дерево), мм': '30', 'Частота вращения шпинделя, об/мин': '0-500/0-1750', 'Мягк.вращ. момент, Нм': '26', 'Число ступеней крутящего момента': '15+1', 'Жестк. вращ. момент, Нм': '65', 'Наличие удара': 'нет', 'Тип двигателя': 'Бесщеточный', 'Напряжение': '18 В', 'Вес': '1.15 кг'}"
291,Аккумуляторный перфоратор Makita DHR242Z,Электроинструменты,Перфораторы,"Аккумуляторный перфоратор Makita DHR242Z успешно применяется в тяжелых условиях строительной или ремонтной площадки. Функциональный инструмент питается от аккумулятора напряжением 18 В и не нуждается в подключении к стандартной электросети, что позволяет легко перемещаться с ним по рабочей зоне. Среди преимуществ данной модели - эффективная система пылеудаления, реверс и электрический тормоз двигателя.
ВАЖНО! Расходные материалы для электроинструментов (свёрла, диски, полотна) в комплект не входят и приобретаются отдельно.","['/upload/product/579/835549bc7d8112a78315254f6d4bb92a/full.jpg', '/upload/product/579/5456cc65259f3df9a23741a54a250ffe/full.jpg', '/upload/product/579/f5c20df428631bbb45ee3a97ec0af73d/full.jpg', '/upload/product/579/bf1da2712dd8f01f442483d7f1a7d0a5/full.jpg']","{'Сила удара, Дж': '2.4', 'Регулировка частоты вращения': 'Есть', 'Частота ударов, уд/мин': '0-4700', 'Режимы': '3', 'Max диаметр сверления буром (бетон), мм': '24', 'Наличие реверса': 'есть', 'Max диаметр сверления (металл), мм': '13', 'Мах диаметр сверления (дерево), мм': '27', 'Частота вращения шпинделя, об/мин': '0-950', 'Вес': '3.3 кг'}"
292,Эксцентриковая шлифмашина Bosch GEX 125-150 AVE,Электроинструменты,Шлифовальные машины,Аренда эксцентриковой шлифмашины GEX 125-150 AVE,['/upload/product/827/6605a796d2bf0a32937116f808bac681/full.jpg'],"{'Число оборотов, об/мин': '5500-12000', 'Мощность': '400 Вт', 'Диаметр диска, мм': '150', 'Плавный пуск': 'Нет', 'Электр. регулировка оборотов': 'есть', 'Вес': '2.4 кг'}"
293,Бензиновый генератор CHAMPION IGG1000,Строительные инструменты и оборудование,Электрогенераторы,"Бензиновый генератор CHAMPION IGG1000 станет настоящим спасением, если в доме внезапно отключат свет или вам понадобится электричество на природе! Оборудован системой двойного преобразования и стабилизации напряжения.",['/upload/product/766/08bd93739fe74dfa94c68faa4d196c76/full.jpg'],"{'Мощность': '1 кВт', 'Напряжение': '220 В', 'Максимальное время работы': '8 ч', 'Фазы': 'Однофазный', 'Тип двигателя': '4-х тактный', 'Тип стартера': 'Ручной', 'Бак': '3.5 л', 'Вид топлива': 'Бензин', 'Эл. выходы 380/220/12, шт': '-/2/1', 'Назначение генератора': 'Резервный', 'Инверторный': 'да', 'Уровень шума, дБ': '56', 'Колеса и ручки': 'нет', 'Индикатор уровня топлива': 'Нет', 'Контроль напряжения': 'Инверторный', 'Выход 12В': 'Есть'}"
294,Штроборез Hitachi CM 5 SB,Электроинструменты,Штроборезы,"Штроборез Hitachi CM 5 SB - инструмент с мощным двигателем в 1300 Вт и диском диаметром 125 мм. Усовершенствованный отвод пыли обеспечивает чистое рабочее место. Незаменимый инструмент при прокладывании электропроводки или труб.
ВАЖНО! Расходные материалы для электроинструментов (свёрла, диски, полотна) в комплект не входят и приобретаются отдельно.","['/upload/product/616/55b2825d874d9f94261d5cb6c50a9656/full.jpg', '/upload/product/616/cabc0b947270928e3d07474243053130/full.jpg', '/upload/product/616/7491261eb457be779e44a2e26311a5e9/full.jpg']","{'Диаметр диска, мм': '125', 'Max глубина реза': '30 мм', 'Посадочный диаметр, мм': '22.2', 'Количество рабочих дисков, шт': '1', 'Мощность': '1300 Вт', 'Частота вращения шпинделя, об/мин': '11000', 'Регулировка частоты вращения': 'нет', 'Поддержание постоянных оборотов под нагрузкой': 'Нет', 'Конструкция': 'бороздодел', 'Размеры': '314х33.5 мм', 'Вес': '2.9 кг'}"
295,Виброплита CHAMPION PC5431F,Электроинструменты,Виброплиты,"Виброплита CHAMPION PC5431F применяется для того чтобы уплотнять дорожные покрытия, грунта перед тем, как он будет залит фундаментом, а также для укладки асфальта, организации дорожек на территории парков и садов и для работ с брусчаткой на песке, щебне, асфальте или асфальтобетоне. Совмещает такие характеристики, как достаточно большая мощность и компактность, что является огромным плюсом в профессиональной работе.",['/upload/product/864/22463ab43caa84de435037630a5a737e/full.jpg'],"{'Мощность': '1.65 кВт', 'Тип двигателя': 'Бензиновый', 'Центробежная сила, кН': '8.2', 'Мах уплотняемая площадь, кв.м/ч': '350', 'Глубина уплотнения, мм': '200', 'Рабочий объем': '87 см3', 'Ёмкость, л': '1.6', 'Мощность (л.с.)': '2.3', 'Габариты плиты, мм': '43х31'}"
296,Автобокс Thule Ocean 780 195х78х40 до 50 кг 470 л,Аксессуары и оборудование,Автобоксы и багажники,"Не перегружайте багажник своего автомобиля, возьмите в аренду автобокс Thule Ocean 780! Ocean – популярная серия автобоксов шведского бренда THULE. Бокс Thule Ocean 780 отличается высокой прочностью и простотой использования. Объём бокса даёт возможность использовать его как для перевозки спортивного снаряжения, так и любого другого багажа. Продуманное крепление Easy Snap позволяет легко устанавливать и снимать бокс. Система центрального замка надёжно защищает его содержимое от кражи. Благодаря аэродинамической форме Thule Ocean 780 не влияет на функциональность автомобиля.","['/upload/product/24/86164908f06e57fe9cb6418061c66929/full.jpg', '/upload/product/24/4497e213cdaa93f8b177d15b289b2505/full.jpg', '/upload/product/24/863ea3ee4f8448f451566e7996801997/full.jpg']",{}
297,Детское автокресло Britax Romer Advansafix III Sict до 36 кг от 0.9 до 12 лет,Прогулки и путешествия,Автокресла,"Невероятно комфортное кресло, которое растет вместе с вашим ребенком с 9 месяцев и до 12 лет. Самый современный метод крепления - Isofix+ с V-Tether и Pivot Link - гарантирует безопасность и простую установку. Примерно до 4-х лет ребенок фиксируется пятиточечными ремнями, а по достижению 1 метра роста - штатным ремнем безопасности автомобиля в сочетании с четвертой точкой крепления SecureGuard. Угол наклона кресла регулируется в трех положениях, переустановка кресла для этого не требуется. Ремни, оснащенные энергопоглощающими накладками, регулируются по высоте вместе с подголовником. Съемные подушки SICT обеспечивают усиленную защиту от боковых ударов. Чехол кресла быстро снимается, не требуя удаления внутренних ремней.","['/upload/product/67/a6aba28d3fe132fb513f95b1877a1ac2/full.jpg', '/upload/product/67/2a25b7fbc9cca05113eedf6518746100/full.jpg', '/upload/product/67/cd6e84d6f1ca532f190e32fada1d4b64/full.jpg', '/upload/product/67/22e00f5c73dca03710cd40e999ebec6b/full.jpg']","{'Группа автокресла': '1-2-3', 'Возраст': 'от 9 месяцев до 12 лет', 'Максимальный вес ребёнка': '36 кг', 'Тип крепления': 'База ISOFIX или штатный ремень автомобиля', 'Ремни': 'Внутренние 5- точечные ремни / штатный ремень авто', 'Регулировка угла наклона': 'Ступенчатое выдвижение чаши', 'Регулировка высоты подголовника': 'Да', 'Регулировка высоты внутренних ремней': 'Да', 'Дополнительная боковая защита': 'Да', 'Стандарт Безопасности': 'ECE R 44/04', 'Совместимость с шасси колясок': 'Нет', 'Поворотный механизм': 'Нет', 'Защитный козырек от солнца': 'Нет', 'Подстаканник': 'Нет', 'Анатомическая подушка, вкладыш': 'Нет', 'Использование в качестве переноски': 'Нет', 'Трансформация до бустера': 'Нет', 'Способ крепления': 'По ходу движения', 'Размеры': '72x44x54 см', 'Вес': '11,2 кг'}"
298,Детское автокресло Britax Romer KIDFIX XP SICT до 36 кг от 3 до 12 лет,Прогулки и путешествия,Автокресла,"Детское автокресло Britax Romer KIDFIX XP SICT – самое безопасное кресло в группе 3-12 лет. Благодаря системе XP-PAD кресло обеспечивает равномерное распределение нагрузки от удара в случае бокового столкновения. Кстати, боковые подушки безопасности срабатывают только в направлении, которое ближе к двери, давая больше простора остальным пассажирам.","['/upload/product/919/73fc4e4d84a91fe997af4e9e18f148b9/full.jpg', '/upload/product/919/9c7635abe56e27af03ca88f36c5a63ba/full.jpg', '/upload/product/919/fc7061f944c295273fb6852e2efe406a/full.jpg', '/upload/product/919/d5eea4581b8bc55d4f8c27690127c6bf/full.jpg', '/upload/product/919/25cdbe973183ba2b2d9c3b569298d002/full.jpg', '/upload/product/919/723f48f210db89ea3f34483dc3c36eb1/full.jpg', '/upload/product/919/e8728f9d7e29c0209bb4d2b9ca9898d0/full.jpg', '/upload/product/919/115b9f1465b4c00ce3a9f669300db6b4/full.jpg', '/upload/product/919/ce0dede48461235b9d4a7e0c17029b34/full.jpg', '/upload/product/919/e085e2b071a29adc7986caf89bb2405e/full.jpg', '/upload/product/919/a0ea36f5d20a596d7598dc96a35c0457/full.jpg', '/upload/product/919/d1469fbfc5418269f496095c76e8220d/full.jpg']","{'Группа автокресла': '2-3', 'Возраст': 'от 3 до 12 лет', 'Максимальный вес ребёнка': '36 кг', 'Тип крепления': 'База ISOFIX или штатный ремень автомобиля', 'Регулировка угла наклона': 'Плавающая спинка', 'Регулировка высоты подголовника': 'Да', 'Регулировка высоты внутренних ремней': 'Нет', 'Дополнительная боковая защита': 'Да', 'Стандарт Безопасности': 'ECE R 44/04', 'Совместимость с шасси колясок': 'Нет', 'Поворотный механизм': 'Нет', 'Защитный козырек от солнца': 'Нет', 'Подстаканник': 'Нет', 'Анатомическая подушка, вкладыш': 'Нет', 'Использование в качестве переноски': 'Нет', 'Трансформация до бустера': 'Нет', 'Способ крепления': 'Лицом по ходу движения', 'Размеры': '67 х 54 х 39 см', 'Вес': '7,2 кг'}"
299,"Автохолодильник Dometic Coolfreeze CF-40, 37Л",Аксессуары и оборудование,Автомобильные холодильники,"Прочный и практичный автомобильный компрессорный холодильник Dometic Coolfreeze CF-40, 37Л создан для использования в загородных походах или путешествиях. Он совместим с автомобилями любых марок. Dometic Coolfreeze CF-40, 37Л  эффективно охлаждает напитки и сохраняет продукты свежими. В холодильнике есть регулятор температуры.",['/upload/product/81/e0d1c9d43084725396b7235ab0c8e651/full.jpg'],"{'Объём': '37 л', 'Диапазон создаваемых темп.': 'От +10°С до -18°С', ""Режим ''охлаждение''"": 'Есть', 'Питание от прикуривателя (12 В)': 'Да', 'Материал': 'Полипропилен', 'Размеры': '58х36х44,5 см', 'Вес': '16 кг'}"
300,"Детское автокресло Britax Romer Advansafix IV R до 36 кг от 0,9 до 12 лет",Прогулки и путешествия,Автокресла,"Автокресло Britax Romer Advansafix IV R оснащено простой в эксплуатации боковой защитой Sict, которая очень легко регулируется. Для максимального комфорта ребёнка ремни и подголовик регулируются вместе, в 11 положениях. Благодаря современным технологиям в автокресле можно перевозить малышей, пристёгивая их внутренними пятиточечными ремнями, так и детей старше 3 лет, используя для фиксации штатный ремень автомобиля.","['/upload/product/982/db29141e58dba89dc3bffce276e31fb9/full.jpg', '/upload/product/982/dd9f1a1343dc15fd68c96d9f329d6f01/full.jpg', '/upload/product/982/a9fde9042e92004e4bdf7941c7dc9f5d/full.jpg', '/upload/product/982/0ae13c368e9175af1def0bb26ab80d51/full.jpg', '/upload/product/982/67124dcc2b00f25a257e9bfcf0a30b44/full.jpg', '/upload/product/982/685adde4626bd4e732177b1bed26d6eb/full.jpg', '/upload/product/982/c2a0b224dd0fae170c40bb0c4861e54c/full.jpg', '/upload/product/982/dcd246ed796458080ce1da1fee46d439/full.jpg']","{'Группа автокресла': '1-2-3', 'Возраст': 'с 9 месяцев до 12 лет', 'Максимальный вес ребёнка': '36 кг', 'Тип крепления': 'ISOFIX', 'Ремни': 'Внутренние 5- точечные ремни / штатный ремень авто', 'Регулировка угла наклона': 'Плавающая спинка', 'Регулировка высоты подголовника': 'Да', 'Регулировка высоты внутренних ремней': 'Да', 'Дополнительная боковая защита': 'Да', 'Совместимость с шасси колясок': 'Нет', 'Поворотный механизм': 'Нет', 'Защитный козырек от солнца': 'Нет', 'Подстаканник': 'Нет', 'Анатомическая подушка, вкладыш': 'Нет', 'Использование в качестве переноски': 'Нет', 'Трансформация до бустера': 'Нет', 'Размеры': '44x47x83 см', 'Вес': '11 кг'}"
301,Автобокс Fico pro 6.5 192х80х37 до 75 кг 420 л,Аксессуары и оборудование,Автобоксы и багажники,"Не перегружайте багажник своего автомобиля, возьмите в аренду автобокс Fico pro 6.5! Отличительные особенности автобокса Fico pro 6.5: надёжность, практичность и простота в использовании. Отлично вписывается в дизайн любого автомобиля.","['/upload/product/997/abb0b237a43658abb39716e72fe5b6d1/full.jpg', '/upload/product/997/301959061992f08f626953187fd8f106/full.jpg']",{}
302,Бустер Happy Baby Rider,Прогулки и путешествия,Автокресла,Бустер Happy Baby Rider даёт возможность комфортно и безопасно перевозить в автомобиле ребёнка. Бустер рассчитан на вес малыша от 15 до 36 кг. Устанавливается лицом вперёд. Трёхточечные внешние ремни для надёжной фиксации. Имеются удобные подлокотники. Материал изделия легко очищается от грязи.,"['/upload/product/129/db75bbc27752beb6ad4d8d5a3c3938df/full.jpg', '/upload/product/129/38296a3113e13bb59ab12239c748ca1a/full.jpg', '/upload/product/129/b31894c41b46c6978ba4f655cd11f0dd/full.jpg']","{'Размеры': '40x38x16 см', 'Вес': '1.3 кг'}"
